original_title,popularity,vote_average,vote_count,log_budget,log_revenue,everything,id,genre
Race,22.9951,7.1,478,15.424948670398354,17.02652072952832,"based on the incredible true story of jesse owens the legendary athletic superstar whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 olympics where he faces off against adolf hitlers vision of aryan supremacy starring stephan james jason sudeikis jeremy irons carice van houten and william hurt race is an enthralling film about courage determination tolerance and friendship and an inspiring drama about one mans fight to become an olympic legend Action,Drama olympic games biography sport historical figure nazi germany racism african american track and field Forecast Pictures, Solofilms, JoBro Productions & Film Finance, Trinity Race Canada, Germany English",323677,"Action,Drama"
The Players Club,5.769822,6.4,14,0.0,0.0,young single mother diana struggles to provide for her child and pay for her college education she ends up working at a shoe store but meets two strippers from at a nearby gentlemens club who convince her theres fast money to be made stripping at the players club however diana faces danger and heartbreak Drama strip club stripper dominatrix cat fight New Line Cinema United States of America English,19848,Drama
"As Above, So Below",26.510558,6.1,766,15.424948670398354,17.50688691721445,"when a team of explorers ventures into the catacombs that lie beneath the streets of paris they uncover the dark secret that lies within this city of the dead Horror,Thriller paris treasure catacombs scientist singing in a car archaeologist loss of friend subjective camera found footage thick accent female archeologist burning car philosophers stone french accent rapping in a car Universal Pictures, Legendary Pictures, Brothers Dowdle Productions United States of America English",256274,"Horror,Thriller"
Addicted,7.544515,5.4,63,0.0,0.0,"a gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life Drama,Thriller infidelity obsession lie sin interracial relationship cheating wife lust attraction deceit temptation hipersexualidad faithful husband Lionsgate, Codeblack Entertainment United States of America English",235271,"Drama,Thriller"
Eve's Bayou,1.126941,6.1,27,0.0,0.0,the story is set in 1962 louisiana the big batiste family is headed by charming doctor louis though he is married to beautiful roz he has a weakness for attractive women patients one day louis is flirting with married and sexy metty mereaux not knowing that he is observed by his youngest idealistic daughter eve who is there by accident eve can not forget the incident which is traumatic for her naivete and shares a secret with older sister cisely lies start to roll Drama sister sister relationship menstruation superstition independent film curse mother daughter relationship tavern aunt niece relationship father daughter relationship all black cast woman director   English,45153,Drama
Still Alice,35.307577,7.5,1104,15.424948670398354,17.597075226947357,"alice howland happily married with three grown children is a renowned linguistics professor who starts to forget words when she receives a devastating diagnosis alice and her family find their bonds tested Drama mother professor illness Killer Films, Big Indie Pictures, Backup Media, BSM Studio United States of America English",284293,Drama
The Egyptian,4.079111,6.0,11,15.424948670398354,16.52356082573315,"in eighteenthdynasty egypt sinuhe a poor orphan becomes a brilliant physician and with his friend horemheb is appointed to the service of the new pharoah sinuhes personal triumphs and tragedies are played against the larger canvas of the turbulent events of the 18th dynasty as sinuhe is drawn into court intrigues he learns the answers to the questions he has sought since his birth History,Drama egypt Twentieth Century Fox Film Corporation United States of America ελληνικά, English",24973,"History,Drama"
Nighthawks,7.058868,6.4,86,15.424948670398354,16.80649960016107,"an international terrorist has new york in a grip of panic and its up to det sgt deke dasilva to take him down Action,Crime,Thriller  Universal Pictures, Martin Poll Productions, The Production Company United States of America English, Français",21610,"Action,Crime,Thriller"
Friday the 13th Part VIII: Jason Takes Manhattan,12.904615,4.8,191,15.424948670398354,16.454567959008102,"the big apples in big trouble as indestructible psychofiend jason vorhees hits the road to new york city after a shocking return from beyond the grave the diabolical jason ships out abroad a teenfilled love boat bound for new york which he soon transforms into the ultimate voyage of the damned then one of his terrified victims escapes into the nightmarish maze of manhattans subways and sewers only to confront jason one final time Horror,Thriller new york boat mask psychopath high school sewerage times square serial killer teenager jason vorhees Paramount Pictures, Sean S. Cunningham Films, Horror Inc. United States of America English",10283,"Horror,Thriller"
My Big Fat Greek Wedding,18.115566,6.2,671,15.424948670398354,19.725613316335362,"a young greek woman falls in love with a nongreek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity Comedy,Drama,Romance usa parents kids relationship greece culture clash midlife crisis restaurant bad motherinlaw motherinlaw parentsinlaw soninlaw fatherinlaw patriarch bad fatherinlaw greek wedding family xenophobia Home Box Office (HBO), Playtone, Gold Circle Films, Ontario Film Development Corporation, MPH Entertainment Productions Canada, United States of America ελληνικά, English",8346,"Comedy,Drama,Romance"
Spring Breakers,62.554173,5.0,1551,15.424948670398354,17.272593033879705,"after four college girls rob a restaurant to fund their spring break in florida they get entangled with a weird dude with his own criminal agenda Drama,Crime female nudity sex florida drug dealer nudity female friendship party art house drug spring break young adult RabbitBandini Productions, Division Films, Pop Films, Radar Pictures, Muse Productions, MJZ, O' Salvation, Iconoclast France, United States of America English",122081,"Drama,Crime"
